LAU_NAME,total_population,popul_bg,popul_turkish,popul_roma,popul_other,percentage_bg,percentage_turkish,percentage_roma,percentage_other,total_minorities,percentage_minorities,total_crime,crime_per_1000,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_children_total,total_schools,schools_1000_children,total_teachers,teachers_1000_children,total_kindergartens,kindergartens_1000,children_kindergarten,children_kg_rate,pop_0_6,pop_7_10,pop_11_13,pop_14_19,pop_school_age,total_students,total_school_enrolment,1_4_grade,1_4_grade_enrolment,5_7_grade,5_7_grade_enrolment,8_12_grade,8_12_grade_enrolment,pop_15,pop_19,12_grade_graduates,12_grade_graduates_rate,8_grade_graduates,8_grade_graduate_rate,hospitals,hospitals_1000,hospital_beds,hospital_beds_1000,employment_rate,unemployment_rate,tertiary_educ_rate,secondary_educ_rate,middle_educ_rate,primary_educ_rate,illiteracy_rate,NUTS_NAME,average_salary,deprivation_rate,avg_household_size,pop_over_65,number_doctors,doctors_1000,rate_city_pop,rate_village_pop,rate_lang_roma,rate_lang_non_bg
Ивайловград,5161,3944,707,150,28,76.41929859,13.69889556,2.906413486,0.5425305173,885,17.14783957,27,5.154039915,166,182,208,201,757,4,7.692307692,52,100,2,8.438818565,127,53.58649789,237,154,116,250,520,411,79.03846154,143,92.85714286,120,103.4482759,148,59.2,60,30,24,80,49,163.3333333,0,0,0,0,62.7,19.5,12.95694557,48.21283509,27.27457352,11.55564582,2.203005971,Хасково,13800,20.6,2.2,1535,3,0.5812826972,55.54926387,44.45073613,2.887037396,16.72156559
Любимец,8940,7049,180,1237,19,78.84787472,2.013422819,13.83668904,0.2125279642,1436,16.06263982,44,4.899328859,458,486,534,437,1915,4,3.137254902,75,58.82352941,1,1.5625,305,47.65625,640,403,325,547,1275,886,69.49019608,361,89.57816377,274,84.30769231,251,45.88665448,108,77,38,49.35064935,86,111.6883117,1,0.1118568233,45,5.033557047,69.4,31.9,15.26506024,43.24096386,22.55421687,18.93975904,1.418702196,Хасково,13800,20.6,2.6,2142,11,1.267710664,75.93925759,24.06074241,13.7360179,16.00671141
Маджарово,1484,705,528,94,3,47.50673854,35.57951482,6.334231806,0.2021563342,625,42.11590296,7,4.851752022,51,54,68,44,217,1,7.299270073,18,131.3868613,1,12.5,39,48.75,80,39,39,59,137,179,130.6569343,34,87.17948718,34,87.17948718,111,188.1355932,8,9,3,33.33333333,18,200,0,0,0,0,57.3,21.3,10.8974359,43.51851852,29.55840456,16.02564103,4.322766571,Хасково,13800,20.6,1.9,506,0,0,28.02768166,71.97231834,6.199460916,41.91374663
Минерални бани,5520,2065,2760,255,17,37.40942029,50,4.619565217,0.3079710145,3032,54.92753623,9,1.702898551,198,222,249,207,876,2,3.389830508,43,72.88135593,1,3.496503497,108,37.76223776,286,180,157,253,590,402,68.13559322,146,81.11111111,147,93.63057325,109,43.08300395,39,32,0,0,42,131.25,1,0.1811594203,40,7.246376812,69.3,27.1,10.31715705,44.13450516,30.6839893,14.86434849,3.013805172,Хасково,13800,20.6,2.5,1499,6,1.086956522,0,100,4.601449275,54.51086957
Свиленград,20764,17143,494,1510,119,82.56116355,2.379117704,7.272201888,0.5731073011,2123,10.22442689,585,28.18339434,912,1014,987,898,3811,6,2.408671216,192,77.07747892,5,3.787878788,732,55.45454545,1320,798,590,1103,2491,2198,88.23765556,792,99.2481203,624,105.7627119,782,70.89755213,207,166,73,43.97590361,211,127.1084337,1,0.0481602774,145,6.983240223,73.4,15.9,20.60789961,47.78337791,18.28841802,13.32030446,0.9138175516,Хасково,13800,20.6,2.4,4736,62,3.001990625,81.27186467,18.72813533,7.151801194,10.82643036
Симеоновград,7700,5879,35,860,26,76.35064935,0.4545454545,11.16883117,0.3376623377,921,11.96103896,58,7.480519481,505,557,569,448,2079,3,2.243829469,71,53.1039641,2,2.69541779,301,40.56603774,742,445,336,556,1337,763,57.06806283,350,78.65168539,256,76.19047619,157,28.23741007,106,70,5,7.142857143,79,112.8571429,0,0,0,0,58.1,28.2,7.502155792,40.41391204,27.55102041,24.53291176,4.575744114,Хасково,13800,20.6,2.5,1615,3,0.3896103896,79.97712979,20.02287021,9.532467532,10.27272727
Стамболово,5458,976,3648,311,8,17.88200806,66.83766948,5.698057897,0.1465738366,3967,72.68230121,10,1.758886039,177,217,267,222,883,4,6.359300477,50,79.49125596,1,3.937007874,92,36.22047244,254,192,151,286,629,474,75.35771065,163,84.89583333,145,96.02649007,166,58.04195804,42,46,15,32.60869565,44,95.65217391,0,0,0,0,51.2,22.2,7.10991545,36.01076095,39.2198309,17.6594927,3.479280688,Хасково,13800,20.6,2.3,1561,2,0.4275070233,0,100,5.496518871,72.26090143
Тополовград,8941,7457,35,777,75,83.40230399,0.3914550945,8.690303098,0.8388323454,887,9.920590538,46,5.122469522,291,320,376,360,1347,5,5.411255411,74,80.08658009,1,2.364066194,226,53.42789598,423,262,226,436,924,885,95.77922078,261,99.61832061,231,102.2123894,393,90.13761468,74,51,30,58.82352941,81,158.8235294,1,0.1118443127,20,2.236886254,61.4,16.7,11.63418643,49.45996713,27.1894811,11.71636534,1.298546581,Хасково,13800,20.6,2.2,2969,14,1.565820378,49.95063083,50.04936917,8.142265966,9.394922268
Харманли,21623,15116,2326,1495,755,69.90704343,10.75706424,6.913934237,3.491652407,4576,21.16265088,142,6.576330759,910,1120,1208,1124,4362,9,2.992021277,206,68.48404255,3,2.215657312,683,50.44313146,1354,897,749,1362,3008,2247,74.70079787,881,98.21627648,755,100.8010681,611,44.86049927,235,205,71,34.63414634,210,102.4390244,1,0.04624705175,97,4.49521343,60.3,13.6,13.98687651,46.40090779,22.93157038,16.68064532,3.808322825,Хасково,13800,20.6,2.4,5270,56,2.574419214,78.09065649,21.90934351,6.682698978,20.9082921
Хасково,81342,56306,14134,3241,495,69.22131248,17.37601731,3.984411497,0.6085417128,17870,21.96897052,303,3.729930417,3382,4030,4514,3961,15887,26,2.377034193,902,82.46480161,12,2.424732269,2632,53.1824611,4949,3378,2730,4830,10938,10285,94.0299872,3079,91.14860864,2642,96.77655678,4564,94.49275362,851,659,709,107.5872534,778,118.0576631,5,0.06146885988,607,7.45740208,65.1,9,22.57274881,47.90098569,17.30786852,12.21839697,1.748027284,Хасково,13800,20.6,2.4,19015,399,4.901117094,80.21570691,19.78429309,4.033586585,21.79071083
