LAU_NAME,total_population,popul_bg,popul_turkish,popul_roma,popul_other,percentage_bg,percentage_turkish,percentage_roma,percentage_other,total_minorities,percentage_minorities,total_crime,crime_per_1000,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_children_total,total_schools,schools_1000_children,total_teachers,teachers_1000_children,total_kindergartens,kindergartens_1000,children_kindergarten,children_kg_rate,pop_0_6,pop_7_10,pop_11_13,pop_14_19,pop_school_age,total_students,total_school_enrolment,1_4_grade,1_4_grade_enrolment,5_7_grade,5_7_grade_enrolment,8_12_grade,8_12_grade_enrolment,pop_15,pop_19,12_grade_graduates,12_grade_graduates_rate,8_grade_graduates,8_grade_graduate_rate,hospitals,hospitals_1000,hospital_beds,hospital_beds_1000,employment_rate,unemployment_rate,tertiary_educ_rate,secondary_educ_rate,middle_educ_rate,primary_educ_rate,illiteracy_rate,NUTS_NAME,average_salary,deprivation_rate,avg_household_size,pop_over_65,number_doctors,doctors_1000,rate_city_pop,rate_village_pop,rate_lang_roma,rate_lang_non_bg
Ямбол,61766,51634,738,2488,261,83.59615322,1.194832108,4.028106078,0.4225625749,3487,5.645500761,380,6.158728103,2887,3198,3461,2948,12494,20,2.378121284,684,81.33174792,9,2.203721841,2199,53.84427032,4084,2701,2058,3651,8410,9123,108.4780024,2807,103.9244724,2249,109.2808552,4067,111.3941386,685,451,548,121.5077605,724,160.5321508,3,0.04857041091,397,6.427484377,71.7,8.2,24.718283,50.69865816,13.21382754,11.3692313,1.667554608,Ямбол,15665,27.8,2.2,14302,268,4.338956708,100,0,3.773920927,5.507884597
Банско,12722,11380,42,593,181,89.45134413,0.3301367709,4.66121679,1.422732275,816,6.414085836,59,4.653356391,565,610,614,506,2295,7,4.707464694,143,96.16677875,3,3.712871287,490,60.64356436,808,499,368,620,1487,1437,96.63752522,501,100.4008016,357,97.01086957,579,93.38709677,110,87,100,114.9425287,118,135.6321839,0,0,0,0,71.5,11.8,23.85428907,51.48564714,15.25096525,9.40909854,0.4286694102,Благоевград,13235,12.5,2.6,2934,14,1.074254572,91.92437232,8.075627679,3.922339255,5.848137085
Белица,9206,3270,1978,745,2612,35.52031284,21.4859874,8.092548338,28.37280035,5335,57.95133609,16,1.737996959,391,453,651,573,2068,6,4.016064257,114,76.30522088,1,1.742160279,244,42.5087108,574,381,393,720,1494,1116,74.69879518,360,94.48818898,367,93.38422392,389,54.02777778,125,102,63,61.76470588,119,116.6666667,0,0,0,0,58,35.4,11.08665431,39.0871177,32.58804449,17.2381835,0.8274231678,Благоевград,13235,12.5,3.0,1572,6,0.6155405895,32.35294118,67.64705882,0.05431240495,13.18705192
Благоевград,69078,62219,73,1656,740,90.07064478,0.1056776398,2.39729002,1.071252787,2469,3.574220446,222,3.216653638,3249,3325,3448,3476,13498,17,1.917004962,787,88.74605323,13,2.807775378,2663,57.5161987,4630,2617,2099,4152,8868,8815,99.40234551,2636,100.7260222,2156,102.7155788,4023,96.89306358,643,893,762,85.33034714,681,76.25979843,5,0.07238194505,774,11.21051565,71.3,10,30.68675521,49.74397964,11.11438679,8.454878352,0.5002295357,Благоевград,13235,12.5,2.3,13986,393,5.689220881,91.55347933,8.446520671,1.819682098,3.015431831
Гоце Делчев,29383,20578,5305,185,1650,70.03369295,18.05465745,0.6296157642,5.615491951,7140,24.29976517,80,2.70904945,1434,1533,1605,1427,5999,13,3.298655164,389,98.70591221,12,5.83090379,1310,63.65403304,2058,1199,996,1746,3941,4340,110.1243339,1265,105.5045872,1028,103.2128514,2047,117.2394044,314,251,333,132.6693227,332,132.2709163,1,0.03403328455,165,5.615491951,66.5,10.3,17.65416285,46.9021043,24.52698994,10.91674291,0.654891101,Благоевград,13235,12.5,2.7,5521,112,3.81172787,61.64272435,38.35727565,0.4356260423,5.207092537
Гърмен,14861,7708,2593,1828,2137,51.86730368,17.44835475,12.30065272,14.3799206,6558,44.12892807,29,1.937958415,834,976,1065,815,3690,8,3.2800328,183,75.03075031,6,4.79616307,683,54.59632294,1251,733,669,1037,2439,1720,70.52070521,679,92.63301501,619,92.52615845,422,40.69431051,158,137,25,18.24817518,197,143.7956204,0,0,0,0,56.1,23.5,9.257898604,41.07274063,31.60176341,18.06759735,1.551384895,Благоевград,13235,12.5,3.1,2083,7,0.4710315591,0,100,10.12717852,17.53583204
Кресна,4546,4346,4,50,23,95.60052794,0.08798944127,1.099868016,0.5059392873,77,1.693796744,14,3.079630444,143,176,157,170,646,1,2.320185615,40,92.80742459,1,4.651162791,123,57.20930233,215,141,93,197,431,341,79.11832947,142,100.7092199,95,102.1505376,104,52.79187817,37,31,9,29.03225806,28,90.32258065,0,0,0,0,68,14.5,12.93003925,53.84437774,22.58138998,10.64419303,0.8206330598,Благоевград,13235,12.5,2.4,1314,4,0.8065698783,64.43598477,35.56401523,0,0.5719313682
Петрич,47939,40786,223,2891,152,85.0789545,0.4651744926,6.030580529,0.3170696093,3266,6.812824631,236,4.914578944,2219,2197,2362,2352,9130,15,2.528183024,466,77.25464191,7,2.259522272,1752,56.55261459,3098,1791,1414,2827,6032,5174,85.77586207,1729,96.53824679,1424,100.7072136,2021,71.48921118,502,410,332,80.97560976,474,115.6097561,2,0.04171968543,178,3.713052004,64.6,11.5,15.88947615,52.03050779,19.50447135,12.5755447,1.525624119,Благоевград,13235,12.5,2.5,10749,82,1.710507103,55.84683726,44.15316274,4.893719101,5.613383675
Разлог,18910,17277,23,743,67,91.36435748,0.1216287678,3.929138022,0.3543098889,833,4.405076679,60,3.194077208,801,903,995,897,3596,11,4.498977505,238,97.34151329,1,0.8688097307,633,54.99565595,1151,750,625,1070,2445,2525,103.2719836,736,98.13333333,662,105.92,1127,105.3271028,193,138,169,122.4637681,201,145.6521739,1,0.05288207298,147,7.773664728,71.1,12.9,18.71727012,52.22703981,18.45261558,10.6030745,0.7362245485,Благоевград,13235,12.5,2.5,4501,84,4.44209413,59.73329083,40.26670917,1.200423057,1.718667372
Сандански,35885,31939,79,1219,269,89.00376202,0.220147694,3.396962519,0.7496168315,1567,4.366727045,128,3.56137662,1518,1686,1784,1521,6509,12,2.685033855,360,84.05323371,8,3.593890386,1267,56.91823899,2226,1325,1104,1854,4283,4077,95.19028718,1342,101.2830189,1146,103.8043478,1589,85.70658037,317,286,267,93.35664336,336,117.4825175,2,0.05573359342,479,13.34819562,67.5,9.3,18.05163552,55.12344395,15.42826584,11.39665468,1.254507439,Благоевград,13235,12.5,2.3,8474,154,4.300775626,67.92899408,32.07100592,2.847986624,3.965445172
Сатовча,13422,7995,1057,230,2808,59.56638355,7.875130383,1.71360453,20.92087617,4095,30.50961109,15,1.102667263,538,629,730,683,2580,13,7.262569832,166,92.73743017,14,17.72151899,386,48.86075949,790,490,470,830,1790,1419,79.27374302,446,91.02040816,402,85.53191489,571,68.79518072,135,126,111,88.0952381,140,111.1111111,0,0,0,0,59.5,21.3,10.8058898,45.80430652,30.89772008,12.4920836,0.7017826894,Благоевград,13235,12.5,3.2,2636,10,0.7450454478,0,100,1.408135896,2.048874981
Симитли,13200,11920,10,809,24,90.3030303,0.07575757576,6.128787879,0.1818181818,843,6.386363636,34,2.545454545,570,554,677,589,2390,3,1.901140684,103,65.27249683,2,2.463054187,395,48.6453202,812,451,404,723,1578,1086,68.82129278,391,86.6962306,388,96.03960396,307,42.46196404,129,98,26,26.53061224,108,110.2040816,0,0,0,0,61,11.8,12.02776881,49.57216661,26.80012916,11.59993542,0.3776993185,Благоевград,13235,12.5,2.5,2792,8,0.6313131313,48.19483349,51.80516651,0.8939393939,1.181818182
Струмяни,4634,3345,5,918,25,72.18385844,0.1078981442,19.81009927,0.5394907208,948,20.45748813,20,4.359085024,194,229,240,222,885,1,1.63132137,38,61.99021207,1,3.676470588,142,52.20588235,272,197,144,272,613,340,55.46492659,157,79.69543147,108,75,75,27.57352941,44,50,4,8,37,74,0,0,0,0,49.3,10,8.046767538,43.4433746,30.12379642,18.38606144,1.524390244,Благоевград,13235,12.5,2.4,1386,1,0.2157962883,0,100,19.40008632,20.24169184
Хаджидимово,8860,7236,804,152,409,81.67042889,9.074492099,1.715575621,4.616252822,1365,15.40632054,23,2.573363431,316,379,428,463,1586,5,4.405286344,102,89.86784141,3,6.651884701,263,58.31485588,451,318,270,547,1135,833,73.39207048,270,84.90566038,240,88.88888889,323,59.04936015,97,81,50,61.72839506,87,107.4074074,0,0,0,0,64.7,22.5,11.11903912,49.67296944,27.23272684,11.9752646,0.776604781,Благоевград,13235,12.5,2.8,2092,2,0.2257336343,26.84655843,73.15344157,1.625282167,7.720090293
Якоруда,9581,6952,1832,299,100,72.56027555,19.12117733,3.120759837,1.043732387,2231,23.28566955,18,1.878718297,422,434,560,407,1823,6,4.830917874,108,86.95652174,1,1.721170396,270,46.47160069,581,376,358,508,1242,1066,85.82930757,347,92.28723404,345,96.36871508,374,73.62204724,84,82,55,67.07317073,89,108.5365854,0,0,0,0,49.1,22,12.13333333,44.8,29.67777778,13.38888889,0.8044414231,Благоевград,13235,12.5,2.7,1882,8,0.8697769892,52.9225575,47.0774425,2.932888008,11.55411752
Бобов дол,6862,6601,11,123,31,96.19644419,0.1603031186,1.792480326,0.4517633343,165,2.404546779,35,5.158845818,180,226,237,273,916,4,6.230529595,56,87.22741433,2,7.299270073,143,52.18978102,274,179,148,315,642,524,81.61993769,180,100.5586592,149,100.6756757,195,61.9047619,53,51,22,43.1372549,45,88.23529412,0,0,0,0,55.8,9.7,9.547662417,58.16636308,24.51426837,7.771706132,1.232096103,Кюстендил,13608,11.2,2.1,1911,3,0.4857670261,65.62682216,34.37317784,1.442728068,1.981929467
Бобошево,2348,2303,2,0,7,98.0834753,0.08517887564,0,0.2981260647,9,0.3833049404,14,5.962521295,83,76,64,52,275,1,6.369426752,11,70.06369427,1,8.474576271,41,34.74576271,118,58,39,60,157,59,37.57961783,34,58.62068966,25,64.1025641,0,0,15,6,0,0,10,166.6666667,0,0,0,0,64.7,12.8,11.70403587,60.13452915,21.12107623,7.040358744,0.3634711495,Кюстендил,13608,11.2,2.1,880,0,0.1419647927,44.8019802,55.1980198,0,0.3833049404
Дупница,37795,34271,18,2286,87,90.67601535,0.04762534727,6.048419103,0.2301891785,2391,6.326233629,170,4.503241169,1582,1649,1962,1767,6960,14,2.966101695,370,78.38983051,6,2.678571429,1185,52.90178571,2240,1348,1221,2151,4720,4333,91.80084746,1330,98.66468843,1217,99.67239967,1786,83.0311483,386,297,306,103.030303,353,118.8552189,2,0.05291705252,341,9.02764916,63.1,9.7,22.02503164,55.07804809,13.82646604,9.070454226,0.5731151675,Кюстендил,13608,11.2,2.3,9207,174,4.594964061,75.28764648,24.71235352,5.606561715,5.939939145
Кочериново,4260,4170,3,21,19,97.88732394,0.07042253521,0.4929577465,0.4460093897,43,1.009389671,26,6.009389671,154,162,145,136,597,1,2.688172043,27,72.58064516,1,4.444444444,88,39.11111111,225,121,79,172,372,264,70.96774194,96,79.33884298,63,79.74683544,105,61.04651163,23,23,13,56.52173913,20,86.95652174,0,0,0,0,75.8,18,14.37422553,53.95291202,23.84138786,7.831474597,0.3270440252,Кюстендил,13608,11.2,2.2,1493,3,0.7042253521,47.39646403,52.60353597,0.3521126761,0.8685446009
Кюстендил,49080,43463,19,3888,154,88.55541972,0.03871230644,7.921760391,0.3137734311,4061,8.274246129,223,4.543602282,1794,1976,2165,2084,8019,13,2.413479053,434,79.05282332,6,2.372479241,1324,52.35270858,2529,1645,1322,2523,5490,4856,88.45173042,1536,93.37386018,1236,93.49470499,2084,82.60007927,457,350,295,84.28571429,412,117.7142857,2,0.04074979625,453,9.229828851,63.6,8.4,21.71381925,54.32751176,15.63446543,8.324203562,0.3475485803,Кюстендил,13608,11.2,2.2,13718,212,4.326270035,74.05179845,25.94820155,7.770986145,8.243683782
Невестино,1824,1729,1,43,17,94.79166667,0.0548245614,2.35745614,0.9320175439,61,3.344298246,5,2.878289474,30,28,29,29,116,1,14.08450704,16,225.3521127,1,22.22222222,40,88.88888889,45,20,17,34,71,168,236.6197183,83,415,85,500,0,0,4,6,0,0,15,250,0,0,0,0,55.2,7.7,9.668353007,56.71725689,27.37492974,6.239460371,1.073446328,Кюстендил,13608,11.2,1.7,962,0,0,0,100,2.247807018,3.399122807
Рила,2442,2350,1,51,2,96.23259623,0.04095004095,2.088452088,0.0819000819,54,2.211302211,10,3.931203931,80,92,97,81,350,1,4.201680672,11,46.21848739,1,8.928571429,77,68.75,112,84,59,95,238,89,37.39495798,54,64.28571429,35,59.3220339,0,0,20,6,0,0,13,216.6666667,0,0,0,0,61.7,10.8,18.32618026,53.34763948,19.91416309,8.412017167,0.3498032357,Кюстендил,13608,11.2,2.2,774,2,0.819000819,82.75570583,17.24429417,1.269451269,1.433251433
Сапарева баня,6691,6427,1,135,12,96.05440143,0.01494544911,2.01763563,0.1793453893,148,2.211926468,22,3.228217008,231,257,274,256,1018,1,1.449275362,46,66.66666667,1,3.048780488,170,51.82926829,328,211,158,321,690,471,68.26086957,175,82.93838863,135,85.44303797,161,50.15576324,49,44,15,34.09090909,45,102.2727273,1,0.1494544911,200,29.89089822,69.1,9.9,16.03017445,60.41175546,15.59013044,7.967939651,0.3830194702,Кюстендил,13608,11.2,2.4,1853,6,0.9465451103,52.74110887,47.25889113,1.569272157,1.85323569
Трекляно,434,421,0,8,0,97.00460829,0,1.843317972,0,8,1.843317972,40,91.24423963,9,11,14,8,42,1,32.25806452,6,193.5483871,0,0,0,0,11,13,10,8,31,34,109.6774194,11,84.61538462,23,230,0,0,1,2,0,0,3,150,0,0,0,0,61.9,10.7,11.58392435,61.22931442,18.91252955,8.274231678,0.2398081535,Кюстендил,13608,11.2,1.8,203,0,0,0,100,0.2304147465,0.2304147465
Брезник,5800,5351,4,345,9,92.25862069,0.06896551724,5.948275862,0.1551724138,358,6.172413793,27,4.586206897,194,200,212,179,785,2,3.944773176,47,92.70216963,1,3.597122302,118,42.44604317,278,156,132,219,507,451,88.95463511,166,106.4102564,129,97.72727273,156,71.23287671,34,32,18,56.25,41,128.125,0,0,0,0,65.5,11.1,12.40492575,57.87758059,21.80369431,7.913799348,0.7536764706,Перник,15372,16.2,2.1,1949,4,0.6896551724,63.26219512,36.73780488,3.482758621,3.827586207
Земен,2013,1961,5,20,5,97.41679086,0.2483854943,0.9935419771,0.2483854943,30,1.490312966,9,4.470938897,43,49,51,42,185,1,7.874015748,15,118.1102362,1,17.24137931,16,27.5862069,58,44,32,51,127,112,88.18897638,36,81.81818182,21,65.625,55,107.8431373,11,8,5,62.5,10,125,0,0,0,0,65.1,13.2,10.74168798,57.54475703,25.42199488,6.291560102,0.5167958656,Перник,15372,16.2,1.8,872,1,0.4967709886,60.64377682,39.35622318,0.347739692,0.8445106806
Ковачевци,1262,1242,1,0,2,98.41521395,0.07923930269,0,0.1584786054,3,0.2377179081,5,3.961965135,26,33,40,20,119,1,12.65822785,6,75.94936709,1,25,10,25,40,25,26,28,79,16,20.25316456,8,32,8,30.76923077,0,0,6,5,0,0,1,20,0,0,0,0,64.7,16.1,9.492635025,59.08346972,26.84124386,4.582651391,0.08271298594,Перник,15372,16.2,1.9,596,0,0,0,100,0,0.3961965135
Перник,84347,80167,77,1833,293,95.04428136,0.09128955387,2.173165613,0.3473745361,2203,2.611829703,270,3.201062278,3663,3774,4281,3423,15141,27,2.702973271,786,78.68655521,15,2.911490683,2811,54.5613354,5152,3125,2644,4220,9989,8961,89.70867955,2912,93.184,2541,96.10438729,3508,83.12796209,762,606,554,91.41914191,761,125.5775578,4,0.04742314487,447,5.299536439,73.1,9,23.06079929,56.66519351,12.33916283,7.934844371,0.4093928627,Перник,15372,16.2,2.3,19556,339,4.019111527,83.89021757,16.10978243,0.2477859319,0.8559877648
Радомир,17238,16119,27,542,71,93.50852767,0.1566306996,3.144216266,0.4118807286,640,3.712727695,73,4.223227753,659,633,707,627,2626,8,4.664723032,134,78.13411079,4,3.841931943,556,61.03183315,911,514,438,763,1715,1366,79.65014577,474,92.21789883,417,95.20547945,475,62.2542595,151,130,68,52.30769231,134,103.0769231,0,0,0,0,70.7,11.8,15.23243707,60.02939915,17.51087156,7.227292215,0.4482629809,Перник,15372,16.2,2.2,4988,22,1.256913022,67.6988266,32.3011734,1.096414897,1.85056271
Трън,3502,2619,14,804,8,74.78583666,0.3997715591,22.95830954,0.2284408909,826,23.58652199,18,5.0256996,133,132,144,147,556,1,2.673796791,28,74.86631016,1,5.494505495,76,41.75824176,182,111,90,173,374,310,82.88770053,111,100,91,101.1111111,108,62.42774566,28,28,11,39.28571429,21,75,0,0,0,0,68.6,37.3,11.89759036,50.69277108,19.30722892,18.10240964,4.180756225,Перник,15372,16.2,2.1,1257,2,0.4759185227,60.05769735,39.94230265,10.62250143,11.36493432
Антон,1464,1405,3,21,6,95.96994536,0.2049180328,1.43442623,0.4098360656,30,2.049180328,3.666666667,2.504553734,58,51,71,78,258,1,5.681818182,12,68.18181818,1,12.19512195,41,50,82,39,46,91,176,67,38.06818182,27,69.23076923,40,86.95652174,0,0,19,19,0,0,14,73.68421053,0,0,0,0,68.1,8.8,13.74819103,61.93921852,17.07670043,7.235890014,0.7352941176,София,18773,10.9,2.4,383,1,0.6830601093,0,100,1.43442623,1.980874317
Божурище,9463,8931,12,22,33,94.3781042,0.1268096798,0.232484413,0.3487266195,67,0.7080207122,29,3.085702209,464,446,449,376,1735,2,1.836547291,68,62.4426079,2,3.095975232,420,65.01547988,646,357,287,445,1089,719,66.02387511,300,84.03361345,240,83.62369338,179,40.2247191,76,63,17,26.98412698,66,104.7619048,0,0,0,0,73.5,5.7,28.49041624,53.19269593,10.49109674,7.825791085,0.3586717575,София,18773,10.9,2.4,2092,8,0.8806227764,60.56279312,39.43720688,0.1373771531,0.8453978654
Ботевград,31238,25968,33,3185,58,83.12952174,0.105640566,10.19591523,0.1856712978,3276,10.4872271,128,4.097573468,1565,1540,1673,1386,6164,11,2.759658806,291,73.00551932,11,5.050505051,1115,51.19375574,2178,1237,1042,1707,3986,3491,87.58153537,1198,96.84721099,1045,100.2879079,1248,73.11072056,284,244,135,55.32786885,291,119.2622951,1,0.03201229272,115,3.681413663,68.1,10.7,21.39366827,53.5065382,14.69029594,10.40949759,0.9842519685,София,18773,10.9,2.4,6937,96,3.073180101,62.29958924,37.70041076,4.725014406,5.061143479
Годеч,4927,4719,2,19,12,95.77836412,0.04059265273,0.3856302009,0.2435559164,33,0.66977877,25,5.033488939,143,134,185,163,625,1,2.320185615,31,71.92575406,1,5.154639175,96,49.48453608,194,116,118,197,431,334,77.49419954,105,90.51724138,104,88.13559322,125,63.45177665,22,36,25,69.44444444,30,83.33333333,0,0,0,0,69.5,6.7,16.24762307,57.9759138,19.20557786,6.570885274,0.2777777778,София,18773,10.9,2.1,1576,3,0.5412353697,79.32816537,20.67183463,0.1623706109,0.5074081591
Горна Малина,6175,5802,6,119,17,93.95951417,0.0971659919,1.927125506,0.2753036437,142,2.299595142,17,2.785425101,277,260,255,225,1017,3,4.66562986,67,104.1990669,1,2.673796791,163,43.5828877,374,209,158,276,643,598,93.00155521,196,93.77990431,212,134.1772152,190,68.84057971,63,40,21,52.5,55,137.5,0,0,0,0,72.7,5.4,14.30787795,58.00724013,18.9794863,8.705395621,0.3520506953,София,18773,10.9,2.3,1635,2,0.3778677463,0,100,1.603238866,2.348178138
Долна баня,4248,2999,0,1021,11,70.59792844,0,24.03483992,0.2589453861,1032,24.29378531,19,4.472693032,243,258,274,237,1012,2,3.053435115,44,67.17557252,1,2.801120448,162,45.37815126,357,201,160,294,655,524,80,153,76.11940299,130,81.25,241,81.97278912,57,33,14,42.42424242,41,124.2424242,0,0,0,0,68.6,30.6,12.69596505,47.41711642,21.2541763,18.63274223,1.742804331,София,18773,10.9,2.7,770,5,1.177024482,98.90059551,1.099404489,22.83427495,23.16384181
Драгоман,4613,4390,4,4,8,95.16583568,0.08671146759,0.08671146759,0.1734229352,16,0.3468458704,226,48.90526772,144,120,180,144,588,1,2.487562189,27,67.1641791,1,5.376344086,71,38.17204301,186,121,110,171,402,267,66.41791045,102,84.29752066,109,99.09090909,56,32.74853801,35,26,12,46.15384615,28,107.6923077,0,0,0,0,65.8,4.1,15.47323244,55.45516151,21.88841202,7.183194037,0.3431708991,София,18773,10.9,2.0,1506,3,0.6503360069,62.66005783,37.33994217,0,0.3251680035
Елин Пелин,23104,20449,55,986,82,88.50848338,0.2380540166,4.26765928,0.3549168975,1123,4.860630194,79,3.427977839,1100,1168,1139,999,4406,11,3.862359551,190,66.71348315,11,7.060333761,923,59.24261874,1558,915,685,1248,2848,1851,64.99297753,783,85.57377049,520,75.91240876,548,43.91025641,226,168,65,38.69047619,183,108.9285714,2,0.08656509695,150,6.492382271,72.5,5.1,20.99693679,56.23781676,13.72412513,9.041121322,0.3606339565,София,18773,10.9,2.4,5031,68,2.943213296,29.14024417,70.85975583,3.047091413,3.795879501
Етрополе,10888,10054,11,322,80,92.34019104,0.1010286554,2.957384276,0.7347538575,413,3.793166789,47,4.27994122,459,502,500,462,1923,4,3.189792663,118,94.09888357,3,4.484304933,405,60.53811659,669,394,288,572,1254,1179,94.01913876,418,106.0913706,324,112.5,437,76.3986014,89,74,71,95.94594595,119,160.8108108,1,0.09184423218,82,7.531227039,73,12,19.51267247,56.90380663,14.98189647,8.601624425,0.389066241,София,18773,10.9,2.2,2657,46,4.194219936,85.40341171,14.59658829,2.663482733,3.517634093
Златица,4966,4587,31,61,15,92.3681031,0.6242448651,1.228352799,0.302053967,107,2.154651631,13,2.658074909,177,202,243,202,824,2,3.50877193,55,96.49122807,1,3.937007874,165,64.96062992,254,170,149,251,570,561,98.42105263,167,98.23529412,163,109.3959732,231,92.03187251,42,40,35,87.5,48,120,0,0,0,0,69.9,5.6,17.12648557,58.38285229,16.44736842,8.043293718,0.3019193444,София,18773,10.9,2.3,1167,4,0.8054772453,88.00904977,11.99095023,0.3826016915,1.288763592
Ихтиман,17397,14578,28,650,32,83.79605679,0.1609472898,3.736276369,0.1839397597,710,4.081163419,95,5.472207852,1003,1164,1187,1034,4388,5,1.719394773,167,57.42778542,3,2.027027027,578,39.05405405,1480,926,711,1271,2908,2348,80.74277854,865,93.412527,743,104.5007032,740,58.22187254,219,172,58,33.72093023,220,127.9069767,1,0.05748117492,84,4.828418693,55.4,5.7,12.5526167,45.18439404,23.08223912,19.18075014,1.991980339,София,18773,10.9,2.6,3318,36,2.069322297,72.65180541,27.34819459,23.71673277,24.03287923
Копривщица,1957,1907,2,0,3,97.44506898,0.1021972407,0,0.153295861,5,0.2554931017,2.75,1.405212059,56,54,70,81,261,1,5.319148936,25,132.9787234,1,13.69863014,47,64.38356164,73,54,43,91,188,299,159.0425532,47,87.03703704,70,162.7906977,182,200,17,15,27,180,24,160,0,0,0,0,64.9,5.6,18.2059448,59.07643312,16.71974522,5.997876858,0.1078748652,София,18773,10.9,2.1,588,2,1.021972407,100,0,0,0.3576903424
Костенец,11062,10237,3,378,27,92.5420358,0.02711986982,3.417103598,0.2440788284,408,3.688302296,61,5.532453444,417,407,458,456,1738,5,4.351610096,119,103.5683203,3,5.093378608,315,53.48047538,589,327,278,544,1149,1217,105.9181897,385,117.7370031,336,120.8633094,496,91.17647059,91,78,61,78.20512821,109,139.7435897,2,0.1807991322,220,19.88790454,74.5,14.2,17.11066552,58.83700945,16.42318342,7.629141602,0.3296490207,София,18773,10.9,2.3,2744,27,2.410655096,64.45344875,35.54655125,3.380943771,3.796781775
Костинброд,17824,16579,15,134,83,93.01503591,0.0841561939,0.7517953321,0.4656642729,232,1.301615799,44,2.457360862,801,761,775,788,3125,6,2.96735905,127,62.8090999,5,4.533091568,572,51.85856754,1103,614,460,948,2022,1308,64.6884273,529,86.15635179,374,81.30434783,405,42.72151899,164,158,18,11.39240506,133,84.17721519,0,0,0,0,75.5,6,20.48322469,58.25608516,13.86280725,7.397882902,0.2378774016,София,18773,10.9,2.4,3971,16,0.8789646918,64.5027549,35.4972451,0.6283662478,1.368940754
Мирково,2337,2164,5,72,4,92.59734703,0.2139495079,3.080872914,0.1711596063,81,3.465982028,11,4.792468977,75,89,113,84,361,1,3.90625,14,54.6875,1,9.523809524,61,58.0952381,105,85,64,107,256,104,40.625,55,64.70588235,49,76.5625,0,0,14,17,0,0,12,70.58823529,0,0,0,0,65.6,3.1,13.88888889,56.81003584,19.48924731,9.811827957,0.9558488848,София,18773,10.9,2.1,732,1,0.4278990158,0,100,2.738553701,3.294822422
Пирдоп,7281,6780,41,139,18,93.11907705,0.563109463,1.909078423,0.2472187886,198,2.719406675,15,2.032687818,313,301,322,290,1226,4,4.968944099,81,100.621118,1,2.375296912,249,59.14489311,421,266,195,344,805,918,114.0372671,240,90.22556391,169,86.66666667,509,147.9651163,66,63,83,131.7460317,44,69.84126984,1,0.1373437715,72,9.888751545,76.1,7.3,21.13702624,57.21574344,13.36734694,8.279883382,0.2672605791,София,18773,10.9,2.4,1675,33,4.532344458,90.50176678,9.498233216,1.4421096,2.321109738
Правец,7131,6066,15,574,26,85.06520825,0.2103491796,8.049361941,0.3646052447,615,8.624316365,39,5.525171785,416,445,446,361,1668,7,6.451612903,147,135.483871,4,6.861063465,256,43.91080617,583,368,266,451,1085,1659,152.9032258,325,88.31521739,279,104.887218,1055,233.924612,86,84,187,222.6190476,73,86.9047619,0,0,0,0,60,13.8,18.55528406,45.98350641,19.62431277,15.83689676,2.543570419,София,18773,10.9,2.4,1592,5,0.7011639321,49.78695073,50.21304927,6.997616043,7.796942925
Самоков,34864,27834,38,3305,148,79.83593391,0.1089949518,9.47969252,0.4245066544,3491,10.01319413,126,3.614043139,1717,1670,1849,1599,6835,13,2.905677246,343,76.66517658,5,2.117746717,1106,46.84455739,2361,1375,1146,1953,4474,3805,85.04693786,1290,93.81818182,1065,92.93193717,1450,74.24475166,389,280,183,65.35714286,368,131.4285714,1,0.02868288206,217,6.212712253,67.2,12.7,16.87844199,53.10586715,19.41051595,10.60517491,0.8318422953,София,18773,10.9,2.4,8564,109,3.126434144,69.60490617,30.39509383,7.684144103,8.217645709
Своге,19427,18324,17,88,43,94.32233489,0.08750707778,0.4529778144,0.221341432,148,0.7618263242,73,3.737066969,629,659,721,621,2630,10,5.807200929,148,85.94657375,11,12.11453744,475,52.31277533,908,499,474,749,1722,1365,79.26829268,420,84.16833667,408,86.07594937,537,71.69559413,126,134,128,95.52238806,102,76.11940299,1,0.05147475163,85,4.375353889,71.2,4.8,15.81078892,59.46325396,17.33354933,7.392407797,0.3011718322,София,18773,10.9,2.2,5244,35,1.784458057,37.44531488,62.55468512,0.4015030627,0.818448551
Сливница,8987,8486,16,150,29,94.42528096,0.1780349394,1.669077556,0.3226883276,195,2.169800823,49,5.407811283,388,365,390,369,1512,3,3.064351379,72,73.54443309,2,3.752345216,275,51.59474672,533,295,238,446,979,778,79.46884576,272,92.20338983,228,95.79831933,278,62.33183857,77,80,35,43.75,61,76.25,0,0,0,0,76.1,7.4,19.36361486,57.31014904,15.15259049,8.173645612,0.469201155,София,18773,10.9,2.3,2178,9,1.001446534,77.42043926,22.57956074,1.123845555,1.691331924
Чавдар,1180,1076,0,66,2,91.18644068,0,5.593220339,0.1694915254,68,5.762711864,2,1.694915254,51,67,51,54,223,1,6.993006993,14,97.9020979,1,12.5,41,51.25,80,48,33,62,143,68,47.55244755,41,85.41666667,27,81.81818182,0,0,13,10,0,0,8,80,0,0,0,0,72.6,18.1,15.63636364,57,16.90909091,10.45454545,1.118359739,София,18773,10.9,2.5,317,1,0.8474576271,0,100,0.8474576271,1.101694915
